city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
Québec,Limoilou,Triplex,6,4,2776,4750.0,2002,yes,yes,2022,674000
Saint-Jean-sur-Richelieu,Iberville,Duplex,4,3,1583,5025.0,1989,no,yes,2022,312000
Saguenay,Jonquière,Single Family,4,2,1684,8875.0,1979,yes,yes,2023,315000
Terrebonne,Lachenaie,Single Family,5,2,1205,6018.0,1973,yes,yes,2022,593000
Québec,Lebourgneuf,Single Family,4,2,1011,8583.0,1988,yes,yes,2022,375000
Sherbrooke,Rock Forest,Triplex,6,4,1851,5943.0,1989,yes,yes,2023,597000
Longueuil,Le Vieux-Longueuil,Duplex,5,3,1629,5129.0,2020,yes,no,2021,571000
Québec,Sainte-Foy,Bungalow,3,2,1169,4267.0,1966,no,yes,2024,474000
Candiac,Candiac Centre,Single Family,5,3,1014,9719.0,1962,yes,yes,2022,387000
Montréal,Verdun,Single Family,4,2,1603,11264.0,1956,yes,yes,2025,813000
Québec,Val-Bélair,Single Family,3,2,2068,11150.0,1959,yes,yes,2025,523000
Montréal,LaSalle,Single Family,3,2,1623,9291.0,1948,no,yes,2025,601000
Saint-Jérôme,Bellefeuille,Townhouse,3,2,1066,3052.0,1989,no,yes,2024,283000
Terrebonne,Terrebonne Ouest,Duplex,3,3,1559,4550.0,1976,yes,yes,2023,612000
Québec,Vanier,Single Family,4,2,1583,9120.0,1938,no,yes,2024,466000
Québec,Sainte-Foy,Duplex,5,2,1549,5840.0,1969,yes,yes,2025,464000
Dollard-des-Ormeaux,West Island,Single Family,3,3,1991,5822.0,1966,yes,yes,2025,767000
Candiac,Candiac Centre,Single Family,5,2,1323,7882.0,1956,no,yes,2025,543000
Gatineau,Aylmer,Single Family,4,2,1531,10557.0,1992,yes,yes,2025,870000
Montréal,Mercier,Single Family,5,2,1497,11733.0,1962,no,yes,2024,524000
Saint-Jean-sur-Richelieu,Iberville,Single Family,3,2,1428,10421.0,1988,yes,yes,2025,400000
Candiac,Candiac Centre,Single Family,5,1,1871,3054.0,1998,no,yes,2023,573000
Montréal,Outremont,Single Family,5,4,1902,4947.0,1964,yes,no,2025,701000
Laval,Chomedey,Single Family,6,3,1618,7049.0,1984,yes,yes,2022,715000
Trois-Rivières,Centre-Ville,Townhouse,2,2,1099,2819.0,1963,yes,no,2024,221000
Laval,Pont-Viau,Single Family,3,3,2096,8305.0,1961,yes,yes,2022,734000
Québec,Beauport,Single Family,2,3,1228,4798.0,1966,yes,yes,2024,393000
Québec,Sillery,Townhouse,4,1,1199,1894.0,2002,yes,yes,2022,290000
Candiac,Candiac Centre,Townhouse,4,2,1088,2804.0,1966,no,no,2021,277000
Sherbrooke,Centre-Ville,Single Family,4,3,1367,9678.0,1978,yes,yes,2023,443000
Saint-Jérôme,Bellefeuille,Single Family,4,2,1580,7476.0,2001,yes,yes,2025,486000
Sherbrooke,Rock Forest,Duplex,4,3,1875,5149.0,1993,yes,yes,2025,475000
Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,3,2,832,2639.0,1989,no,no,2025,215000
Terrebonne,Terrebonne Ouest,Duplex,4,4,1552,3864.0,1996,yes,yes,2022,672000
Candiac,Candiac Centre,Single Family,4,2,1588,2988.0,1994,yes,yes,2023,596000
Terrebonne,Terrebonne Ouest,Triplex,5,5,2129,3116.0,1958,yes,yes,2024,1070000
Québec,Vanier,Single Family,5,3,1744,8131.0,1908,yes,yes,2023,350000
Brossard,Solar Uniquartier,Duplex,5,3,1909,4153.0,1978,yes,yes,2023,717000
Québec,Lebourgneuf,Single Family,3,2,1496,9982.0,1980,yes,no,2025,553000
Longueuil,Vieux-Longueuil,Triplex,7,5,1845,6651.0,1989,no,no,2021,762000
Sherbrooke,Lennoxville,Single Family,5,3,967,9606.0,2001,yes,yes,2023,396000
Sherbrooke,Centre-Ville,Single Family,5,2,1488,7743.0,2010,yes,yes,2024,519000
Repentigny,Le Gardeur,Single Family,4,2,1431,7507.0,1975,yes,yes,2024,693000
Montréal,NDG,Single Family,4,3,1384,6745.0,1970,yes,yes,2025,721000
Brossard,Secteur A,Single Family,3,3,1513,6824.0,1966,yes,yes,2023,610000
Drummondville,Centre-Ville,Duplex,4,2,1567,3536.0,1958,yes,no,2023,340000
Pointe-Claire,West Island,Single Family,3,3,1141,3984.0,1964,no,yes,2023,470000
Candiac,Candiac Centre,Triplex,5,4,2244,6119.0,1959,yes,yes,2021,581000
Granby,Centre-Ville,Bungalow,3,2,1103,7445.0,1955,yes,yes,2021,456000
Québec,Lebourgneuf,Single Family,3,4,1474,9282.0,1995,yes,yes,2021,380000
Pointe-Claire,West Island,Duplex,4,3,1830,7023.0,1955,yes,yes,2022,619000
Terrebonne,La Plaine,Single Family,6,3,1605,8513.0,1976,yes,no,2021,674000
Montréal,Mercier,Townhouse,2,2,939,2973.0,1959,yes,no,2023,354000
Longueuil,Vieux-Longueuil,Duplex,5,3,1911,6288.0,1968,no,yes,2022,642000
Longueuil,Le Vieux-Longueuil,Duplex,5,3,1572,5010.0,2015,no,yes,2025,808000
Repentigny,Repentigny Centre,Townhouse,3,2,1158,2255.0,2005,no,yes,2023,498000
Baie-Comeau,Baie-Comeau Centre,Single Family,2,3,1416,5085.0,2003,yes,yes,2021,212000
Brossard,Solar Uniquartier,Townhouse,3,3,1236,4069.0,1998,no,no,2024,502000
Repentigny,Repentigny Centre,Single Family,3,4,1742,4873.0,1977,yes,yes,2024,607000
Brossard,Solar Uniquartier,Single Family,5,3,1649,4631.0,2009,yes,yes,2025,871000
Pointe-Claire,West Island,Single Family,3,3,1163,6332.0,1995,yes,no,2022,432000
Saguenay,Chicoutimi,Single Family,4,3,1834,4978.0,1960,yes,yes,2023,357000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,3,1569,4770.0,1966,yes,yes,2025,435000
Laval,Fabreville,Single Family,4,3,938,7678.0,1995,yes,yes,2024,446000
Trois-Rivières,Trois-Rivières-Ouest,Townhouse,2,2,1013,3527.0,2008,yes,yes,2025,281000
Blainville,Blainville Centre,Single Family,6,2,864,4015.0,1988,yes,no,2025,415000
Montréal,Saint-Léonard,Townhouse,2,2,1034,3068.0,1919,yes,yes,2023,332000
Victoriaville,Centre-Ville,Bungalow,3,1,1052,3763.0,2015,yes,yes,2025,451000
Blainville,Blainville Centre,Townhouse,3,2,1142,3085.0,1989,yes,yes,2023,338000
Laval,Vimont,Duplex,5,3,1752,3432.0,1974,yes,yes,2025,735000
Terrebonne,Terrebonne Ouest,Townhouse,3,2,1309,3067.0,1986,yes,yes,2021,381000
Sherbrooke,Rock Forest,Duplex,5,2,1476,4056.0,1971,yes,no,2024,447000
Sherbrooke,Centre-Ville,Duplex,5,3,1616,3884.0,1963,yes,yes,2025,488000
Québec,Vanier,Single Family,2,2,1728,6241.0,2009,yes,yes,2021,433000
Saint-Jérôme,Centre-Ville,Bungalow,3,2,850,7190.0,2020,yes,no,2021,242000
Brossard,Solar Uniquartier,Single Family,3,3,1222,12253.0,1997,yes,yes,2023,535000
Québec,Lebourgneuf,Single Family,3,3,1349,9578.0,2022,yes,yes,2023,413000
Québec,Charlesbourg,Single Family,6,1,1267,6976.0,2018,yes,yes,2025,491000
Sherbrooke,Rock Forest,Single Family,5,2,1630,11225.0,2005,yes,yes,2022,394000
Repentigny,Repentigny Centre,Single Family,2,2,1361,8912.0,2003,yes,no,2023,550000
Montréal,Verdun,Single Family,4,1,1826,5055.0,1936,yes,yes,2024,565000
Québec,Charlesbourg,Single Family,3,2,1640,13006.0,1993,yes,yes,2024,462000
Laval,Chomedey,Single Family,3,3,973,3339.0,1973,no,yes,2025,490000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,4,1564,10169.0,1984,yes,yes,2023,460000
Brossard,Secteur A,Single Family,4,2,1366,6200.0,1975,yes,yes,2025,717000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,3,883,5238.0,1964,no,yes,2022,228000
Laval,Chomedey,Single Family,4,3,936,5732.0,1997,no,yes,2024,452000
Saint-Jérôme,Centre-Ville,Single Family,3,3,1038,5241.0,1959,yes,yes,2025,302000
Boucherville,Boucherville Centre,Single Family,3,3,1869,6901.0,1969,yes,yes,2025,687000
Alma,Alma Centre,Townhouse,3,3,1082,2194.0,1996,yes,yes,2024,223000
Longueuil,Le Vieux-Longueuil,Bungalow,3,2,1019,7891.0,1981,yes,yes,2024,486000
Longueuil,Greenfield Park,Single Family,3,3,1099,7169.0,1999,no,yes,2022,436000
Laval,Pont-Viau,Single Family,4,3,1700,7096.0,2013,yes,yes,2025,794000
Montréal,Lachine,Single Family,3,2,1739,5355.0,1952,no,yes,2021,544000
Terrebonne,Terrebonne Ouest,Duplex,4,3,1685,2773.0,1987,yes,no,2025,747000
Québec,Beauport,Townhouse,3,1,973,2688.0,1979,no,yes,2024,293000
Laval,Sainte-Dorothée,Townhouse,2,3,1193,2843.0,1980,yes,no,2022,408000
Québec,Limoilou,Single Family,4,3,1247,9526.0,2001,yes,yes,2025,493000
Granby,Centre-Ville,Single Family,3,4,1731,9785.0,2000,no,yes,2025,692000
Châteauguay,Centre-Ville,Single Family,3,3,1863,7108.0,2022,yes,yes,2024,484000
Québec,Val-Bélair,Single Family,4,4,1947,9494.0,1920,yes,no,2023,440000
Québec,Lebourgneuf,Townhouse,3,2,1129,3860.0,1976,no,yes,2024,305000
Brossard,Solar Uniquartier,Triplex,7,5,2291,2904.0,1987,yes,yes,2024,822000
Repentigny,Le Gardeur,Single Family,4,3,1640,9488.0,2004,yes,yes,2024,738000
Blainville,Blainville Centre,Single Family,2,3,1548,4217.0,1976,yes,yes,2025,511000
Montréal,Mercier,Single Family,3,2,2098,12490.0,1938,yes,yes,2025,715000
Repentigny,Repentigny Centre,Single Family,4,3,915,5333.0,1975,no,yes,2025,561000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,3,1635,5865.0,1969,yes,yes,2021,308000
Montréal,Outremont,Single Family,3,3,1557,7789.0,1973,no,no,2025,810000
Montréal,Villeray,Townhouse,3,2,1043,3248.0,1957,no,yes,2024,411000
Longueuil,Vieux-Longueuil,Single Family,4,2,1642,8691.0,2014,yes,yes,2025,793000
Alma,Alma Centre,Triplex,5,4,2667,5000.0,2009,yes,yes,2022,368000
Montréal,Hochelaga-Maisonneuve,Townhouse,3,2,1391,2810.0,2020,yes,yes,2021,386000
Montréal,Rosemont,Single Family,5,2,1491,5522.0,1942,no,no,2023,485000
Saint-Jérôme,Centre-Ville,Single Family,5,3,1728,5794.0,2008,yes,yes,2022,443000
Montréal,Saint-Léonard,Single Family,4,3,1139,5536.0,1941,no,no,2023,454000
Saint-Jérôme,Bellefeuille,Single Family,3,2,1510,5944.0,1976,yes,yes,2025,499000
Montréal,Rosemont,Bungalow,3,2,955,5106.0,1974,yes,yes,2024,542000
Laval,Sainte-Dorothée,Single Family,5,3,1841,7718.0,2009,yes,yes,2025,891000
Lévis,Saint-Nicolas,Single Family,2,4,1404,4330.0,1963,yes,yes,2024,379000
Montréal,LaSalle,Single Family,2,2,1664,6483.0,1975,yes,yes,2023,528000
Châteauguay,Centre-Ville,Triplex,7,3,2189,3874.0,2018,no,yes,2021,458000
Terrebonne,Lachenaie,Single Family,5,2,1809,13462.0,1975,yes,yes,2021,551000
Terrebonne,La Plaine,Single Family,3,2,1495,8946.0,2023,yes,yes,2025,933000
Sherbrooke,Rock Forest,Single Family,5,3,1747,8297.0,2022,yes,yes,2024,591000
Montréal,Hochelaga-Maisonneuve,Single Family,4,2,1384,8325.0,1910,no,yes,2024,537000
Gatineau,Aylmer,Single Family,3,2,1016,5129.0,1999,yes,no,2025,437000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,5,3,1209,8465.0,1991,no,yes,2024,329000
Québec,Limoilou,Townhouse,3,2,1169,2708.0,2017,yes,yes,2023,381000
Montréal,Saint-Léonard,Townhouse,3,2,897,1864.0,1915,yes,yes,2025,351000
Granby,Centre-Ville,Single Family,3,3,1496,6371.0,1980,yes,no,2024,527000
Laval,Chomedey,Single Family,4,2,1923,4455.0,1979,no,yes,2023,683000
Saguenay,Jonquière,Single Family,4,3,1471,12505.0,2005,yes,yes,2025,377000
Montréal,LaSalle,Single Family,3,3,1803,10090.0,1926,yes,yes,2025,630000
Montréal,NDG,Single Family,4,3,1370,4709.0,1918,no,yes,2024,471000
Sherbrooke,Rock Forest,Townhouse,2,2,1310,2412.0,1955,yes,yes,2023,260000
Gatineau,Buckingham,Single Family,3,3,1262,11168.0,2022,yes,yes,2025,539000
Sept-Îles,Sept-Îles Centre,Single Family,5,3,2007,8895.0,1975,yes,yes,2021,246000
Châteauguay,Centre-Ville,Duplex,4,3,2158,4445.0,1991,no,yes,2025,479000
Granby,Centre-Ville,Single Family,4,2,1275,7464.0,1956,no,yes,2025,483000
Saguenay,La Baie,Triplex,6,3,2626,4425.0,2004,yes,no,2024,520000
Vaudreuil-Dorion,Centre-Ville,Single Family,5,3,1383,8769.0,1978,yes,yes,2025,591000
Longueuil,Le Vieux-Longueuil,Single Family,5,2,1474,6779.0,2017,yes,no,2021,557000
Mirabel,Sainte-Monique,Single Family,4,2,1206,10369.0,1988,yes,no,2025,534000
Montréal,Ville-Marie,Single Family,5,3,1017,4869.0,2010,yes,yes,2023,422000
Québec,Beauport,Duplex,4,3,1763,3738.0,1976,yes,yes,2023,441000
Terrebonne,La Plaine,Single Family,5,2,1750,12043.0,2015,yes,yes,2022,688000
Drummondville,Centre-Ville,Single Family,2,2,996,5486.0,1984,yes,yes,2022,223000
Montréal,Hochelaga-Maisonneuve,Single Family,2,2,1481,6154.0,1919,no,yes,2022,413000
Montréal,Pointe-aux-Trembles,Townhouse,3,2,1277,3544.0,1978,no,yes,2024,526000
Montréal,Ville-Marie,Single Family,3,3,1166,12929.0,1957,no,yes,2023,467000
Longueuil,Saint-Hubert,Single Family,3,2,1694,7430.0,2018,no,no,2021,524000
Repentigny,Repentigny Centre,Single Family,5,3,1729,5716.0,2006,no,yes,2022,598000
Gatineau,Aylmer,Triplex,7,5,2233,2722.0,2020,yes,no,2022,690000
Longueuil,Le Vieux-Longueuil,Single Family,4,2,1180,4907.0,1957,no,no,2023,424000
Gatineau,Aylmer,Townhouse,4,2,970,2496.0,2007,yes,yes,2023,304000
Québec,Limoilou,Single Family,4,1,1129,12040.0,1987,yes,yes,2023,387000
Drummondville,Centre-Ville,Single Family,5,2,1342,6831.0,2000,no,yes,2025,373000
Lévis,Charny,Duplex,5,3,1719,3117.0,1962,yes,yes,2025,499000
Laval,Duvernay,Single Family,3,3,1550,11094.0,2016,yes,yes,2024,776000
Montréal,Pointe-aux-Trembles,Single Family,5,2,1935,4939.0,2007,no,yes,2025,667000
Lévis,Lévis Centre,Single Family,4,3,1856,6946.0,2020,yes,yes,2023,434000
Québec,Limoilou,Single Family,4,4,1689,3283.0,1924,yes,no,2024,504000
Laval,Pont-Viau,Single Family,4,2,2074,5329.0,2009,no,yes,2025,859000
Gatineau,Gatineau Centre,Single Family,4,1,1510,4548.0,2021,yes,yes,2022,473000
Laval,Chomedey,Townhouse,3,3,1012,2605.0,1999,yes,yes,2025,618000
Québec,Sillery,Townhouse,4,2,1106,2738.0,1944,yes,no,2023,318000
Montréal,LaSalle,Single Family,2,4,1569,5030.0,1965,no,yes,2025,638000
Sherbrooke,Fleurimont,Single Family,4,4,1610,7246.0,2011,yes,yes,2024,518000
Mirabel,Saint-Canut,Single Family,4,2,1258,6429.0,2009,yes,yes,2022,420000
Candiac,Candiac Centre,Single Family,5,3,1743,6361.0,1984,yes,no,2024,638000
Drummondville,Centre-Ville,Single Family,6,4,1320,8002.0,2011,yes,yes,2021,288000
Montréal,Outremont,Townhouse,3,2,1021,2845.0,1917,yes,yes,2024,442000
Longueuil,Saint-Hubert,Duplex,5,3,1641,6898.0,2013,yes,yes,2021,654000
Québec,Val-Bélair,Single Family,3,3,2036,4370.0,2018,yes,no,2024,485000
Vaudreuil-Dorion,Centre-Ville,Bungalow,4,1,1239,8037.0,2005,yes,yes,2024,523000
Longueuil,Vieux-Longueuil,Single Family,5,3,1741,11326.0,1966,yes,yes,2022,749000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1631,10219.0,1975,yes,yes,2021,296000
Repentigny,Le Gardeur,Single Family,5,4,1121,6058.0,1999,yes,yes,2022,444000
Drummondville,Saint-Charles,Duplex,4,3,1760,3612.0,1957,yes,no,2024,340000
Longueuil,Saint-Hubert,Duplex,4,3,1313,6275.0,2012,yes,yes,2025,669000
Québec,Limoilou,Single Family,3,3,1799,12127.0,1984,yes,yes,2025,681000
Saint-Jean-sur-Richelieu,Centre-Ville,Duplex,4,3,1952,4561.0,1998,yes,yes,2023,318000
Québec,Val-Bélair,Single Family,4,1,930,5591.0,2009,yes,yes,2021,282000
Québec,Sillery,Single Family,5,3,1602,11253.0,1973,yes,yes,2025,472000
Québec,Sillery,Single Family,4,3,1662,12738.0,1971,no,yes,2024,538000
Brossard,Solar Uniquartier,Single Family,6,2,1150,7649.0,1998,yes,yes,2024,515000
Montréal,Outremont,Single Family,3,2,1493,5386.0,1962,yes,yes,2022,548000
Alma,Alma Centre,Duplex,5,2,2090,3653.0,1958,yes,yes,2024,288000
Québec,Vanier,Single Family,4,2,1493,6323.0,1974,yes,yes,2025,564000
Laval,Fabreville,Single Family,4,2,1767,9884.0,1977,yes,no,2022,634000
Québec,Charlesbourg,Single Family,5,3,1842,6170.0,2014,no,yes,2024,593000
Saint-Jérôme,Bellefeuille,Single Family,4,3,1578,5886.0,2005,yes,yes,2025,495000
Drummondville,Saint-Charles,Single Family,4,3,1313,3832.0,2007,no,yes,2023,300000
Repentigny,Repentigny Centre,Single Family,2,2,1697,5829.0,2008,yes,yes,2023,685000
Longueuil,Greenfield Park,Triplex,6,5,1742,5472.0,1998,yes,yes,2021,720000
Longueuil,Le Vieux-Longueuil,Single Family,3,2,1389,13180.0,1988,yes,yes,2022,578000
Montréal,Villeray,Single Family,5,3,1603,7690.0,1955,yes,yes,2025,716000
Laval,Fabreville,Single Family,3,1,1274,10650.0,1962,yes,yes,2025,697000
Montréal,Saint-Léonard,Townhouse,4,3,1212,3471.0,1969,no,no,2023,387000
Montréal,Mercier,Triplex,5,5,1921,5394.0,1993,no,yes,2025,1067000
Laval,Chomedey,Townhouse,2,1,1071,2790.0,1957,yes,yes,2025,479000
Québec,Charlesbourg,Triplex,4,5,2369,4482.0,2010,yes,yes,2023,655000
Gatineau,Aylmer,Townhouse,3,2,1065,1850.0,1990,yes,yes,2022,417000
Longueuil,Greenfield Park,Single Family,5,3,1725,6395.0,1964,yes,no,2022,672000
Mirabel,Saint-Canut,Triplex,8,3,2566,5807.0,2001,yes,yes,2021,607000
Montréal,Verdun,Single Family,5,3,1880,8594.0,1947,no,yes,2025,715000
Trois-Rivières,Centre-Ville,Single Family,3,3,1677,7745.0,1995,yes,yes,2025,385000
Saint-Jérôme,Bellefeuille,Single Family,2,2,1349,8968.0,1955,no,yes,2021,268000
Sherbrooke,Centre-Ville,Single Family,5,3,1793,4574.0,1987,yes,no,2025,579000
Vaudreuil-Dorion,Centre-Ville,Bungalow,2,1,1022,5830.0,1957,yes,no,2025,382000
Montréal,Ville-Marie,Townhouse,2,3,798,2613.0,1969,no,yes,2023,355000
Brossard,Secteur C,Townhouse,3,2,1171,2662.0,2015,yes,no,2022,386000
Montréal,Ahuntsic,Bungalow,3,2,1110,6688.0,1988,yes,yes,2025,578000
Laval,Sainte-Dorothée,Single Family,4,4,1639,4442.0,1955,yes,yes,2023,708000
Saint-Jérôme,Centre-Ville,Single Family,5,1,1320,10397.0,1999,yes,yes,2021,344000
Repentigny,Repentigny Centre,Triplex,7,4,1979,4628.0,1984,yes,no,2025,954000
Rimouski,Rimouski Centre,Triplex,6,3,1940,5487.0,1994,yes,yes,2025,379000
Montréal,Hochelaga-Maisonneuve,Bungalow,3,2,809,5535.0,2019,no,yes,2022,383000
Terrebonne,Terrebonne Ouest,Single Family,6,2,1021,3388.0,1963,yes,no,2025,610000
Montréal,Ahuntsic,Single Family,3,2,1433,11476.0,1951,yes,yes,2021,432000
Montréal,Mercier,Single Family,5,2,1861,3901.0,1905,yes,yes,2021,453000
Dollard-des-Ormeaux,West Island,Single Family,5,2,1683,4724.0,2012,no,yes,2021,507000
Pointe-Claire,West Island,Duplex,4,4,1447,5224.0,1977,yes,no,2025,717000
Saint-Jean-sur-Richelieu,Iberville,Townhouse,3,2,1044,1880.0,1958,no,yes,2025,264000
Dollard-des-Ormeaux,West Island,Single Family,3,3,2090,4970.0,2021,yes,yes,2023,778000
Pointe-Claire,West Island,Triplex,8,5,2608,6125.0,1960,yes,yes,2024,1207000
Candiac,Candiac Centre,Triplex,7,4,2831,3954.0,2010,no,yes,2022,736000
Blainville,Blainville Centre,Bungalow,2,2,1097,4791.0,1970,yes,yes,2023,409000
Montréal,Ville-Marie,Single Family,4,2,1546,4628.0,1965,yes,no,2024,626000
Châteauguay,Centre-Ville,Single Family,2,4,1526,11126.0,1967,yes,yes,2022,383000
Montréal,Pointe-aux-Trembles,Single Family,4,2,1539,3389.0,1940,no,yes,2022,494000
Québec,Vanier,Single Family,4,3,1153,8338.0,1956,no,yes,2025,391000
Laval,Duvernay,Triplex,7,4,2382,4497.0,1969,yes,yes,2025,1097000
Brossard,Solar Uniquartier,Townhouse,3,2,1120,2589.0,1957,yes,yes,2024,470000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,2,1,1852,6490.0,1959,no,yes,2024,554000
Candiac,Candiac Centre,Bungalow,2,1,1167,4853.0,1991,yes,yes,2024,543000
Montréal,Plateau-Mont-Royal,Duplex,5,2,1658,6183.0,2010,no,yes,2025,784000
Sherbrooke,Rock Forest,Single Family,3,3,1224,7649.0,1988,yes,yes,2025,344000
Gatineau,Hull,Single Family,4,3,1396,6684.0,1979,yes,yes,2022,464000
Montréal,Verdun,Duplex,6,3,1451,3767.0,1957,yes,yes,2021,590000
Montréal,Verdun,Duplex,5,3,1888,7548.0,1963,yes,yes,2024,828000
Drummondville,Centre-Ville,Townhouse,3,2,1127,2269.0,2008,yes,yes,2024,270000
Montréal,Rosemont,Duplex,4,3,2159,2867.0,2000,yes,yes,2025,787000
Laval,Sainte-Dorothée,Single Family,5,3,1163,11089.0,1984,no,yes,2022,442000
Saint-Jérôme,Centre-Ville,Single Family,5,2,1988,6022.0,1988,no,yes,2023,357000
Gatineau,Buckingham,Single Family,4,3,1636,10156.0,1996,yes,yes,2025,619000
Montréal,Lachine,Single Family,4,2,1762,4619.0,1982,yes,no,2024,523000
Montréal,Verdun,Single Family,3,3,1757,7148.0,1931,yes,yes,2024,624000
Blainville,Blainville Centre,Single Family,5,2,1254,4373.0,1959,yes,no,2023,427000
Boucherville,Boucherville Centre,Townhouse,3,2,913,2517.0,1955,yes,yes,2022,333000
Québec,Charlesbourg,Duplex,5,3,1877,4765.0,1936,yes,yes,2021,357000
Repentigny,Repentigny Centre,Single Family,3,4,1680,9745.0,2009,yes,yes,2022,673000
Montréal,Rosemont,Single Family,4,3,2139,3486.0,1963,yes,yes,2022,572000
Brossard,Secteur B,Duplex,4,4,2005,5702.0,1962,no,yes,2024,779000
Rouyn-Noranda,Rouyn Centre,Duplex,5,3,1774,5499.0,1955,yes,yes,2023,439000
Québec,Vanier,Triplex,5,5,2634,6398.0,2023,no,no,2025,787000
Montréal,Verdun,Single Family,3,3,1863,10007.0,1940,yes,yes,2025,857000
Sherbrooke,Centre-Ville,Townhouse,2,2,1248,3536.0,1995,yes,yes,2024,369000
Lévis,Lévis Centre,Townhouse,2,2,1131,2906.0,2014,no,no,2023,276000
Montréal,Saint-Léonard,Single Family,4,3,1432,8794.0,2018,yes,yes,2021,517000
Victoriaville,Centre-Ville,Duplex,3,3,1565,6495.0,1981,yes,yes,2024,525000
Montréal,Saint-Léonard,Townhouse,3,2,944,3554.0,1900,yes,yes,2023,333000
Saint-Jérôme,Centre-Ville,Single Family,4,4,2004,6700.0,1985,yes,yes,2025,574000
Granby,Centre-Ville,Single Family,5,3,1772,12527.0,2017,yes,yes,2023,559000
Montréal,Saint-Léonard,Single Family,4,2,1356,6220.0,2003,yes,yes,2023,544000
Longueuil,Le Vieux-Longueuil,Single Family,6,1,1639,5300.0,1979,yes,yes,2023,513000
Montréal,Pointe-aux-Trembles,Single Family,4,3,841,4194.0,1992,yes,no,2025,445000
Laval,Sainte-Dorothée,Single Family,4,2,1455,7173.0,2009,yes,yes,2022,663000
Montréal,Mercier,Single Family,3,3,1723,5149.0,1958,yes,yes,2022,434000
Saint-Jérôme,Bellefeuille,Duplex,4,3,1505,6364.0,1980,yes,yes,2021,349000
Brossard,Secteur B,Single Family,5,3,1140,12271.0,2022,no,yes,2023,573000
Longueuil,Le Vieux-Longueuil,Duplex,5,2,1435,3609.0,1992,yes,no,2023,453000
Montréal,Saint-Léonard,Single Family,5,2,1711,14046.0,1902,yes,yes,2025,839000
Longueuil,Le Vieux-Longueuil,Single Family,5,2,1329,4888.0,2020,yes,yes,2024,664000
Québec,Charlesbourg,Townhouse,3,2,1285,3198.0,2016,yes,yes,2024,288000
Laval,Pont-Viau,Single Family,3,3,1562,11408.0,1990,yes,yes,2024,596000
Terrebonne,La Plaine,Duplex,6,3,1382,5687.0,1965,no,no,2021,609000
Québec,Charlesbourg,Single Family,3,2,1901,7118.0,1979,yes,yes,2024,547000
Trois-Rivières,Centre-Ville,Single Family,4,3,1474,9464.0,1982,yes,no,2021,351000
Gatineau,Buckingham,Single Family,5,3,1714,5442.0,2018,no,yes,2021,495000
Longueuil,Saint-Hubert,Single Family,2,4,1788,7815.0,2021,yes,no,2022,655000
Laval,Chomedey,Townhouse,3,2,1120,3030.0,1971,no,no,2023,448000
Repentigny,Le Gardeur,Single Family,2,2,1743,8386.0,1955,yes,yes,2023,526000
Vaudreuil-Dorion,Centre-Ville,Single Family,2,2,1634,8689.0,1964,no,yes,2025,584000
Gatineau,Hull,Duplex,5,2,1441,6287.0,1973,yes,yes,2022,434000
Montréal,Lachine,Townhouse,2,3,1068,3057.0,2020,no,yes,2023,373000
Saint-Jérôme,Bellefeuille,Townhouse,2,1,917,3650.0,1978,yes,yes,2023,207000
Montréal,Outremont,Single Family,5,2,1536,7968.0,1988,no,yes,2023,553000
Rimouski,Rimouski Centre,Duplex,4,3,1998,6352.0,1990,yes,yes,2025,382000
Québec,Val-Bélair,Single Family,3,3,1140,4080.0,2002,yes,no,2025,382000
